method,terms,threshold,recall,specificity,precision,fpr,precision_n
hypergeometric,3,5.424115727792824e-8,0.623333333333333,0.99704899908259,0.061725698520029286,0.002951000917409612,99
hypergeometric,3,6.867552143327122e-8,0.6266666666666663,0.9970132436310603,0.060956429275729404,0.0029867563689398046,99
hypergeometric,3,8.547092056033035e-8,0.6299999999999997,0.9969777234127638,0.060758411620708164,0.003022276587236245,99
hypergeometric,3,1.022288678298194e-7,0.633333333333333,0.996938674695961,0.05851475007811519,0.0030613253040389543,99
hypergeometric,3,1.2418997351551175e-7,0.633333333333333,0.9969069182094047,0.057299977015139406,0.0030930817905953758,99
hypergeometric,3,1.5529757192608502e-7,0.6366666666666664,0.9968716332243421,0.05685094451655461,0.0031283667756580643,99
hypergeometric,3,1.8792063782936078e-7,0.6399999999999997,0.9968361130060454,0.05578110366700071,0.003163886993954505,99
hypergeometric,3,2.4001164357420964e-7,0.6499999999999997,0.9968012984874502,0.05508415412405008,0.0031987015125496915,99
hypergeometric,3,2.899803289138194e-7,0.6499999999999997,0.9967655430359201,0.053720170236223774,0.003234456964079884,99
hypergeometric,3,3.5112210054330036e-7,0.6499999999999997,0.9967290818846886,0.05267658612161004,0.0032709181153113298,99
hypergeometric,3,4.2227627733159105e-7,0.653333333333333,0.9966945025993271,0.05229413159229309,0.0033054974006727672,99
hypergeometric,3,5.036983981094129e-7,0.653333333333333,0.9966585119145632,0.05070225583576046,0.003341488085436711,99
hypergeometric,3,6.108384594228866e-7,0.6599999999999997,0.9966201688974615,0.04952713384478265,0.0033798311025381666,99
hypergeometric,3,7.264343937791408e-7,0.663333333333333,0.9965881771776717,0.04888661730648051,0.0034118228223283392,99
hypergeometric,3,8.67173946228897e-7,0.663333333333333,0.9965526569593753,0.04840556382025436,0.0034473430406247803,99
hypergeometric,3,0.0000010095369402860636,0.663333333333333,0.9965169015078446,0.04771851021015392,0.0034830984921549717,99
hypergeometric,3,0.0000011758471243992692,0.6666666666666664,0.9964813812895486,0.04735728257519509,0.0035186187104514137,99
model,3,0.010008503401360544,0.9833333333333334,0.9998315730046339,0.41352937911761467,0.0001684269953659052,100
model,3,0.010118025751072962,0.9833333333333334,0.9998339253369716,0.41663678894916245,0.00016607466302839257,100
model,3,0.010275482093663912,0.9833333333333334,0.9998362776693089,0.4215238429870785,0.00016372233069087991,100
model,3,0.010407288317256163,0.9833333333333334,0.9998386300016464,0.4244753220635576,0.00016136999835336728,100
model,3,0.01052154195011338,0.9833333333333334,0.9998409823339841,0.42622781459018805,0.00015901766601585468,100
model,3,0.010719322990126939,0.9833333333333334,0.9998433346663218,0.43009577995815335,0.00015666533367834204,100
model,3,0.010948356807511737,0.9833333333333334,0.9998456869986592,0.4324380705690097,0.00015431300134082938,100
model,3,0.011166489925768823,0.9833333333333334,0.9998480393309964,0.4362292368779105,0.00015196066900331678,100
model,3,0.011390029325513196,0.9833333333333334,0.9998503916633341,0.44239072756114034,0.00014960833666580414,100
model,3,0.011575682382133995,0.9833333333333334,0.9998527439956715,0.4458135569695835,0.00014725600432829148,100
model,3,0.011714507370054306,0.9833333333333334,0.9998553315612426,0.44816403999189325,0.0001446684387570276,100
model,3,0.011829176114890401,0.9833333333333334,0.9998576838935799,0.44994390311122984,0.00014231610641951493,100
model,3,0.012006633499170813,0.9833333333333334,0.9998600362259173,0.45214531573369515,0.00013996377408200227,100
model,3,0.012200392927308448,0.9833333333333334,0.9998621533250209,0.45545830503197854,0.00013784667497824087,100
model,3,0.012416666666666666,0.9833333333333334,0.9998647408905922,0.45840523301947456,0.00013525910940697698,100
model,3,0.01255399061032864,0.9833333333333334,0.9998670932229295,0.46091632061608856,0.00013290677706946432,100
model,3,0.01286480686695279,0.9833333333333334,0.999869445555267,0.4642685655933335,0.0001305544447319517,100
model,3,0.013152173913043479,0.9833333333333334,0.9998717978876047,0.46920200715177507,0.00012820211239443903,100
model,3,0.013643192488262911,0.9833333333333334,0.9998741502199421,0.4720791701934117,0.00012584978005692637,100
model,3,0.013962264150943397,0.9833333333333334,0.9998765025522799,0.4822946906121057,0.00012349744771941374,100
model,3,0.014250474383301707,0.9833333333333334,0.9998790901178514,0.4853890407064557,0.00012090988214814982,100
model,3,0.01467511885895404,0.9833333333333334,0.9998814424501887,0.49076635766194604,0.00011855754981063716,100
model,3,0.014914361001317523,0.9833333333333334,0.9998837947825264,0.49622492850287,0.00011620521747312451,100
model,3,0.015255474452554745,0.9833333333333334,0.9998861471148639,0.5010325669428612,0.00011385288513561187,100
model,3,0.016004728132387708,0.9833333333333334,0.9998884994472013,0.504639709800004,0.00011150055279809925,100
model,3,0.01646700507614213,0.9833333333333334,0.999890851779539,0.50803202581732,0.00010914822046058661,100
model,3,0.016774193548387096,0.9833333333333334,0.9998932041118764,0.5146629781982724,0.00010679588812307398,100
model,3,0.017504621072088725,0.9833333333333334,0.9998955564442141,0.5204492629919103,0.00010444355578556136,100
model,3,0.018006362672322376,0.9833333333333334,0.9998979087765515,0.5239085659438604,0.00010209122344804873,100
model,3,0.018431924882629108,0.9833333333333334,0.999900261108889,0.5292563015415959,0.00009973889111053608,100
model,3,0.018990654205607478,0.9833333333333334,0.9999028486744602,0.5340943801296745,0.00009715132553927217,100
model,3,0.019546485260770977,0.9833333333333334,0.9999052010067979,0.5389533544886487,0.00009479899320175955,100
model,3,0.020317460317460317,0.9833333333333334,0.9999075533391354,0.5423866435937645,0.0000924466608642469,100
model,3,0.021620553359683794,0.9833333333333334,0.999909905671473,0.5469897904469113,0.00009009432852673427,100
model,3,0.022735674676524955,0.9833333333333334,0.9999122580038105,0.5512626303521042,0.00008774199618922162,100
model,3,0.023657817109144542,0.9833333333333334,0.9999146103361481,0.5562499763394502,0.00008538966385170899,100
model,3,0.02499215070643642,0.9833333333333334,0.9999169626684857,0.5620124305519045,0.00008303733151419636,100
model,3,0.025655080213903742,0.9833333333333334,0.9999193150008232,0.5678193328410722,0.00008068499917668372,100
model,3,0.026397058823529412,0.9833333333333334,0.9999216673331607,0.5730501559395423,0.00007833266683917105,100
model,3,0.027625,0.9833333333333334,0.9999240196654982,0.5789096442772914,0.00007598033450165842,100
model,3,0.029704251386321625,0.9833333333333334,0.9999266072310694,0.588903150770798,0.0000733927689303945,100
model,3,0.0306286836935167,0.9833333333333334,0.9999289595634068,0.5933335537012009,0.00007104043659288185,100
model,3,0.034085603112840465,0.9833333333333334,0.9999313118957442,0.6004555150731623,0.00006868810425536921,100
model,3,0.03776021080368906,0.9833333333333334,0.9999336642280819,0.6074630338701548,0.00006633577191785656,100
model,3,0.04139489194499018,0.9833333333333334,0.9999360165604193,0.6161090422735161,0.00006398343958034393,100
model,3,0.04498263888888889,0.9833333333333334,0.9999383688927569,0.6245528221778224,0.00006163110724283125,100
model,3,0.04883720930232558,0.9833333333333334,0.9999407212250945,0.6321765024191498,0.000059278774905318614,100
model,3,0.05402777777777778,0.9833333333333334,0.9999430735574318,0.6427300738477213,0.00005692644256780597,100
model,3,0.0572189349112426,0.9833333333333334,0.9999454258897695,0.6505385154061629,0.000054574110230293334,100
model,3,0.06297597042513864,0.9833333333333334,0.9999477782221069,0.6566488095238099,0.000052221777892780694,100
model,3,0.07199416342412451,0.9833333333333334,0.9999503657876783,0.665292748917749,0.00004963421232151679,100
model,3,0.07696456086286595,0.9833333333333334,0.9999527181200158,0.6754873459873462,0.000047281879984004126,100
model,3,0.09105504587155963,0.9800000000000001,0.9999548352191195,0.6824415584415584,0.000045164780880242755,100
model,3,0.11159375,0.9800000000000001,0.9999571875514569,0.6906031746031748,0.0000428124485427301,100
model,3,0.1317156862745098,0.9766666666666669,0.9999593046505606,0.7001785714285715,0.000040695349438968723,100
model,3,0.15137395459976105,0.9766666666666669,0.9999616569828982,0.710309523809524,0.000038343017101456084,100
model,3,0.1746177370030581,0.9766666666666669,0.9999640093152355,0.7202261904761904,0.000035990684763943444,100
model,3,0.23331240188383046,0.9766666666666669,0.9999663616475728,0.7299523809523811,0.000033638352426430804,100
model,3,0.2677712264150943,0.9700000000000002,0.9999682435134428,0.7348452380952382,0.00003175648655642069,100
model,3,0.36153963414634144,0.9666666666666667,0.9999703606125467,0.7449285714285716,0.0000296393874526593,100
model,3,0.4516931216931217,0.9600000000000002,0.9999724777116503,0.7555238095238096,0.000027522288348897932,100
model,3,0.5349264705882353,0.9600000000000002,0.9999748300439877,0.7691190476190477,0.000025169956011385293,100
model,3,0.5975487627365357,0.9500000000000002,0.999976476676624,0.7796666666666667,0.000023523323375126435,100
model,3,0.6364695009242144,0.9400000000000002,0.9999781233092603,0.7919999999999999,0.00002187669073886759,100
model,3,0.6570430579964851,0.9233333333333335,0.9999792994754292,0.8003333333333333,0.000020700524570111275,100
model,3,0.6796204933586337,0.9066666666666668,0.9999804756415978,0.81,0.000019524358401354955,100
model,3,0.7166729147141518,0.8966666666666667,0.9999821222742341,0.8231666666666665,0.000017877725765096104,100
model,3,0.7379127134724858,0.8833333333333335,0.9999835336736365,0.8336666666666664,0.00001646632636258852,100
model,3,0.7716819571865443,0.8700000000000001,0.999984945073039,0.8456666666666665,0.000015054926960080934,100
model,3,0.7892198581560284,0.866666666666667,0.999987062172143,0.8634999999999999,0.00001293782785631955,100
model,3,0.8160469483568075,0.8533333333333336,0.9999887088047792,0.8821548821548819,0.000011291195220060697,99
model,3,0.8514634146341463,0.8433333333333334,0.9999903554374157,0.8968013468013468,0.000009644562583801843,99
model,3,0.8691310975609756,0.83,0.9999917668368181,0.9085034013605442,0.000008233163181294258,98
model,3,0.8815370018975333,0.8133333333333332,0.999992943002987,0.9192176870748299,0.000007056997012537935,98
model,3,0.8971493902439024,0.7999999999999998,0.9999943544023897,0.9335051546391753,0.000005645597610030345,97
model,3,0.9177518248175183,0.7866666666666666,0.9999957658017923,0.9515463917525773,0.000004234198207522759,97
model,3,0.9472994652406417,0.77,0.9999969419679612,0.965979381443299,0.000003058032038766437,97
model,3,0.9585419968304278,0.7466666666666666,0.9999976476676623,0.9735395189003437,0.000002352332337512644,97
model,3,0.9832973805855162,0.7233333333333332,0.9999983533673635,0.9812714776632303,0.0000016466326362588508,97
model,3,0.9887043795620438,0.6933333333333332,0.9999985886005974,0.9836805555555556,0.0000014113994025075863,96
model,3,0.9925811001410437,0.663333333333333,0.999999059067065,0.9887719298245614,9.409329350050575e-7,95
model,3,0.9949014701282453,0.6299999999999998,0.999999059067065,0.9884057971014493,9.409329350050575e-7,92
model,3,0.9971382636655949,0.5966666666666667,0.999999059067065,0.9882783882783883,9.409329350050575e-7,91
model,3,1,0.5633333333333335,0.999999059067065,0.9871794871794871,9.409329350050575e-7,91
hypergeometric,4,0,0.0575,0.9999630675135261,0.3993117427957245,0.00003693248647377087,23
hypergeometric,4,8.187057184798023e-305,0.06,0.9999618913196895,0.41610486918052697,0.00003810868031051517,24
hypergeometric,4,1.663662633950564e-200,0.0775,0.9999197835803342,0.3010693277690542,0.00008021641966596094,30
hypergeometric,4,7.360661885976977e-148,0.1125,0.9998793225123506,0.3597399165594502,0.00012067748764996469,42
hypergeometric,4,1.5697613722246253e-120,0.1425,0.9998386262055989,0.30256939080678025,0.00016137379440131733,51
hypergeometric,4,1.1169735028847528e-102,0.1625,0.999796753705011,0.3022937925836918,0.0002032462949894143,56
hypergeometric,4,2.367369966587035e-90,0.165,0.9997532345330512,0.2106177312718995,0.00024676546694895327,56
hypergeometric,4,8.068428475498487e-82,0.1775,0.9997108915549286,0.22245451488367946,0.00028910844507174785,60
hypergeometric,4,1.3183239356058935e-75,0.1825,0.9996676076217361,0.19714732027410312,0.00033239237826393784,60
hypergeometric,4,3.3309061439544223e-70,0.195,0.999625029404846,0.21390827017415298,0.00037497059515408137,64
hypergeometric,4,6.426386536169695e-66,0.205,0.9995824511879557,0.2226580560672634,0.00041754881204422495,68
hypergeometric,4,1.3263415083717712e-61,0.21,0.9995391672547637,0.19757119331417694,0.000460832745236415,68
hypergeometric,4,3.6694138245397926e-57,0.21,0.9994951776052694,0.18657167321235804,0.0005048223947306516,68
hypergeometric,4,3.9347630401927287e-53,0.23,0.9994537755822163,0.18683671966856766,0.0005462244177840507,72
hypergeometric,4,2.4880076487305765e-50,0.235,0.9994104916490244,0.16176548628374365,0.0005895083509762409,73
hypergeometric,4,1.3517152660096151e-47,0.235,0.9993667372382972,0.15435680507081762,0.0006332627617031287,73
hypergeometric,4,4.089831566741166e-45,0.2475,0.9993241590214069,0.1623691722899596,0.000675840978593272,75
hypergeometric,4,1.4625550435490704e-42,0.26,0.999281816043284,0.17178647941558686,0.0007181839567160668,76
hypergeometric,4,4.531664676064996e-40,0.265,0.9992385321100916,0.1734545923327832,0.0007614678899082569,77
hypergeometric,4,4.898717399326415e-38,0.28,0.9991964243707365,0.19166445116742534,0.0008035756292637026,80
hypergeometric,4,4.958329664832355e-36,0.2825,0.9991529051987769,0.17848233034673425,0.0008470948012232417,82
hypergeometric,4,2.654194767471066e-34,0.2875,0.9991096212655848,0.178032112542584,0.0008903787344154318,83
hypergeometric,4,1.5066085359433319e-32,0.2925,0.9990665725711603,0.17135656964639312,0.0009334274288402732,84
hypergeometric,4,3.9533853615966075e-31,0.295,0.9990230533992007,0.15736397451337236,0.0009769466007998123,84
hypergeometric,4,5.051100445674983e-30,0.3025,0.998980004704776,0.15765431347414774,0.0010199952952246536,87
hypergeometric,4,8.876231293002128e-29,0.315,0.9989376617266531,0.15969983926012624,0.0010623382733474485,88
hypergeometric,4,1.0629826229660766e-27,0.32,0.9988943777934608,0.15331954430287797,0.0011056222065396375,88
hypergeometric,4,1.4340513324242034e-26,0.325,0.9988510938602683,0.15332456333929478,0.0011489061397318278,89
hypergeometric,4,8.80345640007864e-26,0.3325,0.998808280404611,0.14770818290628215,0.0011917195953893202,90
